HOSP_ID,HOSPITAL_NAME,FIRM_TYPE,HOSPITAL_TYPE,ADDRESS,ADDRESS1,CITY,STATE,ZIP_CODE,PHONE,COUNTY,WEBSITE,HOSPITAL_OWNERSHIP,STATUS,NUMBER_BEDS,EST_READMISSION_PENALTY_FY2015,READMISSION_RATE_PENALTY_FY_2014,EST_READMISSION_PENALTY_FY2014,READMISSION_RATE_PENALTY_FY_2013,DATE_FISCAL_YEAR_END,TOT_PATIENT_REVENUE,INPATIENT_REVENUE,OUTPATIENT_REVENUE,PATIENT_DISCOUNTS,NET_PATIENT_REVENUE,NET_MEDICARE_REVENUE,NET_MEDICAID_REVENUE,PCT_PATIENT_DISCOUNTS,TOT_SALARIES,TOTAL_CONTRACT_LABOR,LABOR_COMP_RATIO,NET_INCOME,NUMBER_EMPLOYEES,NUMBER_AFFILIATED_PHYSICIANS,AVERAGE_LENGTH_OF_STAY,BED_UTILIZATION,AVG_DAILY_CENSUS,TOTAL_DAYS,INPATIENT_PART_C_DAYS,BIRTHS,TOTAL_ER_VISITS,PCT_MEDICARE_ER_ADMITTED,OUTPATIENT_SURGERIES,INPATIENT_SURGERIES,TOT_SURGERIES,LATITUDE,LONGITUDE
11445,Scott Memorial Hospital,Hospital,Critical Access Hospital,1451 N Gardner St,,Scottsburg,IN,47170,812.752.3456,IN - Scott,www.scottmemorial.com/,Proprietary - Corporation,Active,25,,,,,31-Dec,56445572,12547499,43898073,35077697,21367875,4185978,4210351,0.6214,,,9.32E-02,1137969,164,26,3.479960899,0.35309589,8.82739726,3560,129,146,10581.19336,0.162944582,521,59,580,38.7034,-85.7851
11446,Major Hospital,Hospital,Short Term Acute Care Hospital,150 W Washington St,,Shelbyville,IN,46176,317.392.3211,IN - Shelby,www.majorhospital.com,Voluntary Nonprofit - Other,Active,72,4222.108527,0,0,-6.00E-04,31-Dec,241265183,71749458,169515725,142024259,99240924,14071412,8879782,0.5886,34728653,213124,0.433039952,9238843,561,75,3.766143743,0.392808219,28.28219178,10323,852,337,21446.24903,0.261575179,2964,817,3351,39.5244,-85.7803
11447,Indiana University Health Starke Hospital,Hospital,Short Term Acute Care Hospital,102 E Culver Rd,,Knox,IN,46534,574.772.6231,IN - Starke,www.iuhealth.org/starke/,Voluntary Nonprofit - Other,Active,50,10753.49343,-0.011,26478.61319,-1.00E-02,31-Dec,68946274,13570309,55375965,45798025,23148249,3838682,4765769,0.6642,6877813,,0.325251426,5798261,132,29,3.69047619,0.107736727,5.386836336,2015,89,,7459.26,0.173758865,694,75,733,41.2882,-86.6219
11448,Cameron Memorial Community Hospital,Hospital,Critical Access Hospital,416 E Maumee St,,Angola,IN,46703,260.665.2141,IN - Steuben,www.cameronmch.com/,Voluntary Nonprofit - Other,Active,25,,,,,30-Sep,92321864,15284886,77036978,47466078,44855786,6762018,2286642,0.5141,,,0.114268469,2737208,308,29,3.554530201,0.424767123,10.61917808,4237,649,156,12874.18575,5.70E-03,1608,434,1817,41.6348,-84.9957
11449,Sullivan County Community Hospital,Hospital,Critical Access Hospital,2200 N Section St,,Sullivan,IN,47882,812.268.4311,IN - Sullivan,www.schosp.com,Governmental - County,Active,25,,,,,31-Dec,61852858,11375979,50476879,31194151,30658707,6496947,1471832,0.5043,,,0.1053154,515275,212,21,3.497802198,0.319780822,7.994520548,3183,,157,9163.1823,1.25E-02,659,323,743,39.1212,-87.4091
11450,Indiana University Health Arnett Hospital,Hospital,Short Term Acute Care Hospital,5165 Mccarty Ln,,Lafayette,IN,47905,765.448.8000,IN - Tippecanoe,www.iuhealth.org/,Proprietary - Corporation,Active,180,10398.45138,0,0,0,31-Dec,1135340053,370129810,765210243,766513740,368826313,56030847,9513243,0.6751,151133094,573850,0.483807491,31295419,1780,221,3.98944923,0.589710807,106.1479452,41215,4132,1294,34066.98,0.417748628,8031,1696,10463,40.3994,-86.8088
11451,Franciscan St Elizabeth Health Lafayette East Campus,Hospital,Short Term Acute Care Hospital,1701 S Creasy Ln,,Lafayette,IN,47905,765.502.4000,IN - Tippecanoe,www.ste.org/,Voluntary Nonprofit - Church,Active,164,0,0,0,0,31-Dec,947604661,424654100,522950561,623842430,323762231,40480403,10862569,0.6583,55455369,413551,0.282807568,1598655,1057,171,4.129962073,0.526027397,86.26849315,32668,1383,513,34591.43616,0.22176893,4618,3276,7894,40.393,-86.8384
11452,Franciscan St Elizabeth Health Lafayette Central Campus,Hospital,Short Term Acute Care Hospital,1501 Hartford St,,Lafayette,IN,47904,765.502.4000,IN - Tippecanoe,www.ste.org/index.aspx?tabindex=0&tabid=1,Voluntary Nonprofit - Church,Active,94,28912.64249,-1.50E-03,16001.52177,0,30-Sep,995706436.3,444266183.3,551440253,657062262.8,338644173.5,13638524.63,3798824.441,0.6598,26329616.15,,7.78E-02,-9631761.177,350,1,4.427745665,0.208947081,19.64102564,7175.617647,570.088,,16641.14962,0.160762211,323,36,359,40.4276,-86.8811
11453,Indiana University Health Tipton Hospital,Hospital,Critical Access Hospital,1000 S Main St,,Tipton,IN,46072,765.675.8500,IN - Tipton,www.iuhealth.org/tipton/,Voluntary Nonprofit - Other,Active,25,,,,,31-Dec,93570000,22447000,71123000,52473000,41097000,8773353,3786000,0.5607,,,0.106753242,2475000,280,17,5.40104712,0.565260274,14.13150685,5158,231,,6748.486065,1.88E-03,1079,257,1244,40.2727,-86.0411
11454,St Marys Medical Center - Evansville Campus,Hospital,Short Term Acute Care Hospital,3700 Washington Ave,,Evansville,IN,47750,812.485.4000,IN - Vanderburgh,www.stmarys.org,Voluntary Nonprofit - Church,Active,405,627728.4234,-8.00E-04,43457.41352,-2.70E-03,30-Jun,1311611146,645015003,666596143,862247410,449363736,77367143,37586329,0.6573,106791878,22362244,0.347172581,101507842,1831,291,4.670694864,0.4615931,186.9452055,71116,6831,1738,62833.90666,0.360013712,15378,4653,20031,37.9623,-87.5055
11455,Deaconess Hospital (Main Campus),Hospital,Short Term Acute Care Hospital,600 Mary St,,Evansville,IN,47747,812.450.5000,IN - Vanderburgh,www.deaconess.com,Voluntary Nonprofit - Other,Active,365,317567.4001,-2.00E-03,158778.8069,-1.10E-03,30-Sep,1858380811,894641115,963739696,1234745863,623634948,122943344,24648107,0.6644,202674168,,0.388804101,113048930,3509,471,4.776406503,0.657042501,307.4958904,112236,14646,,95029.46699,0.37036834,18221,7835,23768,37.9829,-87.5707
11456,Union Hospital Clinton,Hospital,Critical Access Hospital,801 S Main St,,Clinton,IN,47842,765.832.1234,IN - Vermillion,www.uhhg.org,Voluntary Nonprofit - Other,Active,25,,,,,31-Aug,71343410,17081798,54261612,42487502,28855908,5767021,,0.5955,,,0,3557811,151,20,2.775510204,0.327890411,8.197260274,2992,101,,11635.94844,4.33E-03,215,143,247,39.6531,-87.398
11457,Terre Haute Regional Hospital,Hospital,Short Term Acute Care Hospital,3901 S Seventh St,,Terre Haute,IN,47802,812.232.0021,IN - Vigo,www.regionalhospital.com/,Proprietary - Corporation,Active,160,243295.6162,-4.50E-03,103399.0517,-2.50E-03,31-Aug,515948231,243003402,272944829,404653008,111295223,31010875,11418793,0.7842,33124435,839832,0.371641611,17946697,559,69,4.393991051,0.337037671,53.9260274,20621,1134,641,20306.28006,0.365671642,2621,1517,3613,39.4196,-87.4068
11458,Union Hospital,Hospital,Short Term Acute Care Hospital,1606 N Seventh St,,Terre Haute,IN,47804,812.238.7000,IN - Vigo,www.uhhg.org,Voluntary Nonprofit - Other,Active,295,486767.6275,-2.70E-03,175525.7132,-4.30E-03,31-Aug,1136092256,477285690,658806566,758288753,377803503,103116966,35670561,0.6674,109977187,2413546,0.297545306,4642298,1596,230,4.790776236,0.573884374,169.2958904,65236,3425,1755,52775.82,0.374525581,10992,4822,14808,39.4852,-87.4089
11459,Wabash County Hospital,Hospital,Critical Access Hospital,710 N East St,,Wabash,IN,46992,260.563.3131,IN - Wabash,www.wchospital.com/,Governmental - County,Active,25,,,,,31-Dec,76303588,14564598,61738990,45051187,31252401,5406136,1613254,0.5904,,,1.49E-02,-1345966,240,39,3.843003413,0.246794521,6.169863014,2252,433,,10169.27212,1.96E-03,947,146,1063,40.8069,-85.8151
11460,St Vincent Williamsport Hospital,Hospital,Critical Access Hospital,412 N Monroe St,,Williamsport,IN,47993,765.762.4000,IN - Warren,www.stvincent.org/st-vincent-williamsport/default.aspx,Proprietary - Other,Active,16,,,,,30-Jun,63121729,8113963,55007766,41761172,21360557,2616274,421922,0.6615,,,0.117191607,5995892,134,13,4.48943662,0.436643836,6.98630137,2550,161,,7415.224182,4.69E-04,327,6,333,40.2901,-87.2954
11461,The Heart Hospital At Deaconess Gateway LLC,Hospital,Short Term Acute Care Hospital,4007 Gateway Blvd,,Newburgh,IN,47630,812.842.4784,IN - Warrick,www.deaconess.com/defaultdgh.cfm?id=1952,Proprietary - Corporation,Active,24,15674.9575,0,0,-7.00E-04,30-Sep,146066631,85498166,60568465,92961108,53105523,16886366,474244,0.6364,7945400,407273,0.204922772,13879218,129,2,3.757838559,0.64303653,15.43287671,5633,672,,,,454,875,1329,37.9756,-87.4456
11462,St Marys Warrick Hospital,Hospital,Critical Access Hospital,1116 Millis Ave,,Boonville,IN,47601,812.897.4800,IN - Warrick,www.stmarys.org/body.cfm?id=1229,Voluntary Nonprofit - Church,Active,25,,,,,30-Jun,36676957,10888926,25788031,22060128,14616829,2199993,839320,0.6014,,,7.16E-02,729300,86,12,7.185534591,0.250410959,6.260273973,2285,178,,8047.8,4.77E-03,255,19,258,38.0412,-87.2621
11463,Womens Hospital,Hospital,Short Term Acute Care Hospital,4199 Gateway Blvd,,Newburgh,IN,47630,812.842.4200,IN - Warrick,www.deaconess.com,Proprietary - Other,Active,74,0,0,0,0,31-Dec,128658086,77342187,51315899,63377083,65281003,1117821,7959018,0.4926,24169212,,0.462934171,8073610,405,9,6.080282072,0.595223991,44.04657534,22418,,2756,4244.22,0.19047619,43962,229,44240,37.9739,-87.4457
11464,St Vincent Salem Hospital,Hospital,Critical Access Hospital,911 N Shelby Street,,Salem,IN,47167,812.883.5881,IN - Washington,www.stvincent.org/st-vincent-salem,Voluntary Nonprofit - Other,Active,25,,,,,30-Jun,49726615,5774186,43952429,30516226,19210389,3652413,210209,0.6136,,,9.49E-02,3319087,108,16,4.08372093,9.62E-02,2.405479452,878,74,,7881.479435,0,899,92,916,38.6101,-86.1077
11465,Reid Hospital & Health Care Services,Hospital,Short Term Acute Care Hospital,1100 Reid Pkwy,,Richmond,IN,47374,765.983.3000,IN - Wayne,www.reidhosp.com,Voluntary Nonprofit - Other,Active,165,449612.3871,0,0,0,31-Dec,758391022,311501352,446889670,430889605,327501417,81519412,20801706,0.5681,117422398,5873390,0.443358488,33375081,2001,217,3.62991008,0.605296804,99.8739726,38350,3028,684,49221.12,0.344379684,10737,2232,12969,39.8142,-85.1825
11466,Bluffton Regional Medical Center,Hospital,Short Term Acute Care Hospital,303 S Main St,,Bluffton,IN,46714,260.824.3210,IN - Wells,www.blufftonregional.com/,Proprietary - Corporation,Active,62,91862.9844,-2.00E-04,978.3102735,-1.40E-03,30-Sep,139256812,57257467,81999345,102066693,37190119,6250092,3606859,0.7329,13061992,,0.35237072,-2721914,253,50,3.802685347,0.267079099,16.55890411,6514,1080,253,10260.44868,0.326315789,1770,712,1978,40.7377,-85.1716
11467,Indiana University Health White Memorial Hospital,Hospital,Critical Access Hospital,720 S Sixth St,,Monticello,IN,47960,574.583.7111,IN - White,www.iuhealth.org/white-memorial/,Voluntary Nonprofit - Other,Active,25,,,,,31-Dec,58916000,8285000,50631000,33689000,25227000,7408458,3926000,0.5718,,,8.42E-02,1669333,195,20,4.03649635,0.380931507,9.523287671,3871,248,171,12491.47936,0,585,104,607,40.7349,-86.7777
11468,Parkview Whitley Hospital,Hospital,Short Term Acute Care Hospital,353 N Oak St,,Columbia City,IN,46725,260.248.9000,IN - Whitley,www.parkview.com/locations/parkviewwhitleyhospital/pages/default.aspx,Voluntary Nonprofit - Other,Active,30,2837.435108,0,0,0,31-Dec,107673516,26505600,81167916,64653009,43020507,3645694,1165278,0.6004,21345730,,0.598637343,6859723,228,32,3.440029985,0.362374429,10.87123288,4589,1265,270,14490.12,0.171717172,1269,244,1376,41.1624,-85.4958
11469,Adair County Memorial Hospital,Hospital,Critical Access Hospital,609 SE Kent,,Greenfield,IA,50849,641.743.2123,IA - Adair,www.adaircountyhealthsystem.org/,Governmental - County,Active,25,,,,,30-Jun,12419707,839151,11580556,2441886,9977821,2875941,1170507,0.1966,,,0.154483329,1217471,64,11,5.43877551,5.84E-02,1.460273973,533,3,,1675.86,0,165,,165,41.303,-94.4532
11470,CHI Health Mercy Corning (FKA Alegent Health Mercy Hospital Corning),Hospital,Critical Access Hospital,603 Rosary Drive,,Corning,IA,50841,641.322.3121,IA - Adams,www.alegent.com/body.cfm?id=65&ga_id=topnav,Voluntary Nonprofit - Other,Active,22,,,,,30-Jun,30222623,2700759,27521864,14457663,15764960,3901569,899848,0.4783,,,0.102115514,639571,99,10,5.849056604,0.115815691,2.547945205,930,20,,1597.32,5.27E-03,209,36,214,40.9881,-94.7479
11471,Veterans Memorial Hospital,Hospital,Critical Access Hospital,40 1st Street SE,,Waukon,IA,52172,563.568.3411,IA - Allamakee,www.veteransmemorialhospital.com,Governmental - Other,Active,25,,,,,30-Jun,23939607,7773036,16166571,8775842,15163765,4168558,905716,0.3665,,,0.159900196,476909,116,12,5.311304348,0.302684932,7.567123288,3054,1,126,3332.34,0.185046729,340,84,392,43.269,-91.4741
11472,Mercy Medical Center - Centerville,Hospital,Critical Access Hospital,One St Josephs Drive,,Centerville,IA,52544,641.437.4111,IA - Appanoose,www.mercycenterville.org,Voluntary Nonprofit - Church,Active,25,,,,,30-Jun,44144950,9534376,34610574,22636089,21508861,5025558,3845151,0.5127,,,0.120373087,2956433,138,16,5.05,0.351890411,8.797260274,3333,72,82,6779.94,4.22E-04,901,226,1032,40.7557,-92.8571
11473,Audubon County Memorial Hospital,Hospital,Critical Access Hospital,515 Pacific Street,,Audubon,IA,50025,712.563.2611,IA - Audubon,www.acmhhosp.org,Governmental - County,Active,25,,,,,30-Jun,13151995,1506911,11645084,3475636,9676359,2893357,602001,0.2642,,,8.94E-02,23516,77,6,8.06122449,8.66E-02,2.164383562,790,14,,1309.68,5.77E-03,279,17,280,41.7159,-94.9373
11474,Allen Memorial Hospital,Hospital,Short Term Acute Care Hospital,1825 Logan Avenue,,Waterloo,IA,50703,319.235.3941,IA - Black Hawk,www.allenhospital.org/,Voluntary Nonprofit - Other,Active,187,545576.605,-3.60E-03,146791.98,-5.00E-04,31-Dec,542235561,222940244,319295317,334784133,207451428,62119653,13172512,0.6174,67620860,1163926,0.332804159,27910369,1130,222,3.715641231,0.519771445,97.19726027,37201,2183,990,35251.2,0.388770962,6753,2741,9494,42.5262,-92.3376
11475,Sartori Memorial Hospital,Hospital,Short Term Acute Care Hospital,515 College Street,,Cedar Falls,IA,50613,319.268.3000,IA - Black Hawk,www.wheatoniowa.org/locations/sartori/default.aspx,Voluntary Nonprofit - Church,Active,35,3244.564832,0,0,0,30-Jun,101754092,34607750,67146342,64773034,36981058,6598905,940605,0.6365,10881366,,0.342199891,6472025,188,12,3.748663102,0.329236791,11.52328767,4206,359,,7119.6,0.238001959,2445,406,2618,42.5339,-92.4559
11476,Covenant Medical Center,Hospital,Short Term Acute Care Hospital,3421 West Ninth Street,,Waterloo,IA,50702,319.272.8000,IA - Black Hawk,www.wheatoniowa.org/locations/covenant/default.aspx,Voluntary Nonprofit - Church,Active,212,0,0,0,0,30-Jun,636728436,162455245,474273191,384061847,252666589,43937860,15110028,0.6031,114991955,,0.491637428,18712610,178,173,4.238918107,0.384362884,81.48493151,33852,1479,1485,29441.28,0.274036075,9982,1633,12205,42.4641,-92.3454
11477,Boone County Hospital,Hospital,Critical Access Hospital,1015 Union Street,,Boone,IA,50036,515.432.3140,IA - Boone,www.boonehospital.com,Governmental - County,Active,25,,,,,30-Jun,83809990,19665542,64144448,46928392,36881598,7185219,2951840,0.5599,,,0.153962526,-2671715,298,26,5.507055503,0.606575342,15.16438356,5854,47,138,9813.871175,4.86E-03,910,139,979,42.0555,-93.8786
11478,Waverly Health Center,Hospital,Critical Access Hospital,312  9th Street SW,,Waverly,IA,50677,319.352.4120,IA - Bremer,www.waverlyhealthcenter.org,Voluntary Nonprofit - Other,Active,21,,,,,30-Jun,80830513,10627561,70202952,33713676,47116837,7394526,2505620,0.417,,,0.136712806,-7809,351,34,5.287292818,0.426875408,8.964383562,3828,84,241,6819.72,1.95E-03,1207,169,1276,42.724,-92.482
11479,Buchanan County Health Center,Hospital,Critical Access Hospital,1600 First St East,,Independence,IA,50644,319.332.0999,IA - Buchanan,www.bchealth.info,Governmental - County,Active,25,,,,,30-Jun,36943442,6725560,30217882,16247633,20695809,4437430,1872327,0.4397,,,0.136660616,610714,148,8,6.783673469,0.182136986,4.553424658,1662,61,,5187.630901,0,428,34,446,42.4688,-91.8743
11480,Buena Vista Regional Medical Center,Hospital,Critical Access Hospital,1525 West 5th Street,,Storm Lake,IA,50588,712.732.4030,IA - Buena Vista,www.bvrmc.org/,Governmental - County,Active,25,,,,,30-Jun,68744804,18227789,50517015,28149440,40595364,9934407,4555902,0.4094,17513156,51620,0.435723892,1681413,314,25,4.606404959,0.400438356,10.0109589,4459,51,350,7274.010447,6.15E-04,909,351,1043,42.6443,-95.2208
11481,Stewart Memorial Community Hospital,Hospital,Critical Access Hospital,1301 West Main,,Lake City,IA,51449,712.464.3171,IA - Calhoun,www.stewartmemorial.org,Voluntary Nonprofit - Other,Active,25,,,,,31-Dec,37495208,5982762,31512446,14027111,23468097,4433758,2138444,0.3741,,,4.32E-02,-903649,184,11,5.449304175,0.281643836,7.04109589,2741,14,74,2885.58,1.10E-02,638,217,702,42.2672,-94.7461
11482,St Anthony Regional Hospital,Hospital,Short Term Acute Care Hospital,311 South Clark Street,,Carroll,IA,51401,712.792.3581,IA - Carroll,www.stanthonyhospital.org,Voluntary Nonprofit - Church,Active,59,0,0,0,0,30-Jun,119144434,42027182,77117252,60073138,59071296,11065484,3570080,0.5042,26327146,27213,0.536700448,8703840,401,42,5.421351864,0.361272347,21.31506849,8582,8,348,7477.62,0.221638655,2226,971,2613,42.0562,-94.8679
11483,Manning Regional Healthcare Center,Hospital,Critical Access Hospital,410 Main Street,,Manning,IA,51455,712.655.2072,IA - Carroll,www.mrhcia.com,Voluntary Nonprofit - Other,Active,17,,,,,30-Jun,16851189,5036645,11814544,3377169,13474020,2363547,536114,0.2004,,,6.37E-02,-454533,112,6,6.638888889,0.147784045,2.512328767,956,15,40,1104.550661,0,244,16,269,41.9098,-95.1361
11484,Cass County Memorial Hospital,Hospital,Critical Access Hospital,1501 East Tenth Street,,Atlantic,IA,50022,712.243.3250,IA - Cass,www.casshealth.org,Governmental - County,Active,25,,,,,30-Jun,53423323,18497980,34925343,16026751,37396572,7694478,3738357,0.2999,,,0.122985925,2657780,213,26,6.011131725,0.323616438,8.090410959,3240,77,124,5108.16,3.07E-02,1035,123,1094,41.4014,-94.9929
11485,Mercy Medical Center - North Iowa,Hospital,Short Term Acute Care Hospital,1000 Fourth Street SW,,Mason City,IA,50401,641.428.7000,IA - Cerro Gordo,www.mercynorthiowa.com,Voluntary Nonprofit - Church,Active,180,0,0,0,-1.40E-03,30-Jun,774896174,299032378,475863796,511672866,263223308,81754189,18486352,0.6603,131433102,1263638,0.462137939,8446804,1893,228,3.739820249,0.575866224,103.6559203,40779,773,929,33104.1,0.334606255,5096,2424,8327,43.1506,-93.2172
11486,Cherokee Regional Medical Center,Hospital,Critical Access Hospital,300 Sioux Valley Drive,,Cherokee,IA,51012,712.225.5101,IA - Cherokee,www.cherokeermc.org,Voluntary Nonprofit - Other,Active,25,,,,,31-Dec,32331351,5916270,26415081,8890096,23441255,4338855,1023045,0.2749,,,1.46E-04,826747,187,21,5.358870968,0.398465753,9.961643836,3987,103,152,4428.84,1.57E-03,257,81,292,42.7586,-95.5496
11487,Mercy Medical Center - New Hampton,Hospital,Critical Access Hospital,308 North Maple Avenue,,New Hampton,IA,50659,641.394.4121,IA - Chickasaw,www.mercynewhampton.com,Voluntary Nonprofit - Church,Active,17,,,,,30-Jun,25434743,4059542,21375201,8212113,17222630,5448026,1646907,0.3228,,,0.114834668,2621997,101,15,5.192567568,0.233682514,3.97260274,1537,4,43,2889.66,0,371,20,374,43.062,-92.3203
11488,Clarke County Public Hospital,Hospital,Critical Access Hospital,800 S Fillmore St,,Osceola,IA,50213,641.342.2184,IA - Clarke,www.clarkehosp.org/,Governmental - County,Active,25,,,,,30-Jun,16670450,2265811,14404639,-643715,17314165,6418787,1500831,-3.86E-02,,,0.107962527,5838,138,9,23.23121387,0.440438356,11.0109589,4019,,,4556.34,8.83E-04,1030,6,1044,41.0268,-93.7675
11489,Spencer Hospital,Hospital,Short Term Acute Care Hospital,1200 1st Avenue East,,Spencer,IA,51301,712.264.6198,IA - Clay,www.spencerhospital.org/,Governmental - City-County,Active,59,3152.255068,0,0,0,30-Jun,158656686,43297847,115358839,92556244,66100442,14537669,3250467,0.5833,22576287,633701,0.461488775,6211010,386,54,4.106791083,0.338240074,19.95616438,7922,20,277,9720.6,0.265384615,2951,1127,3630,43.1499,-95.1439
11490,Central Community Hospital,Hospital,Critical Access Hospital,901 Davidson Street NW,,Elkader,IA,52043,563.245.7000,IA - Clayton,www.centralcommunityhospital.com,Voluntary Nonprofit - Other,Active,16,,,,,30-Jun,8083695,1249609,6834086,2210067,5873628,2131981,162736,0.2733,,,7.74E-02,-30161,41,9,6.205673759,0.149828767,2.397260274,875,,,1015.92,2.84E-02,148,3,148,42.8598,-91.4138
11491,Guttenberg Municipal Hospital,Hospital,Critical Access Hospital,200 Main Street,,Guttenberg,IA,52052,563.252.1121,IA - Clayton,www.guttenberghospital.org,Governmental - City,Active,25,,,,,30-Jun,18311770,3586158,14725612,4475129,13836641,3641772,849151,0.2443,5619849,,0.518446059,2108153,82,9,5.729508197,0.146630137,3.665753425,1398,16,40,1597.32,0,251,57,284,42.7857,-91.1001
11492,Genesis Medical Center - Dewitt Campus,Hospital,Critical Access Hospital,1118 11th Street,,Dewitt,IA,52742,563.659.4200,IA - Clinton,www.genesishealth.com,Voluntary Nonprofit - Other,Active,13,,,,,30-Jun,31936075,7977891,23958184,11796986,20139089,3040154,697786,0.3693,,,5.80E-02,811717,101,12,6.946902655,0.330874605,4.301369863,1570,39,,4917.42,1.95E-03,204,,204,41.8258,-90.5465
11493,Mercy Medical Center - Clinton,Hospital,Short Term Acute Care Hospital,1410 North 4th Street,,Clinton,IA,52732,563.244.5555,IA - Clinton,www.mercyclinton.com,Voluntary Nonprofit - Other,Active,139,99003.51381,-2.90E-03,51923.21433,-4.10E-03,30-Jun,251943420,126928241,125015179,163595294,88348126,25229740,7539795,0.6493,36852401,,0.423308662,10700731,612,73,4.069602921,0.337814132,46.95616438,17833,1199,480,23146.68755,0.330321852,1716,1023,2482,41.8607,-90.1883
11494,Crawford County Memorial Hospital,Hospital,Critical Access Hospital,2020 First Avenue South,,Denison,IA,51442,712.265.2500,IA - Crawford,www.ccmhia.com,Governmental - County,Active,25,,,,,30-Jun,42530743,5698403,36832340,15242626,27288117,4438757,4050584,0.3583,,,0.120330509,-943528,178,22,4.415973378,0.253917808,6.347945205,2654,,146,5570.149847,1.70E-03,1106,119,1133,42.0154,-95.3433
11495,Dallas County Hospital,Hospital,Critical Access Hospital,610 Tenth Street,,Perry,IA,50220,515.465.3547,IA - Dallas,www.dallascohospital.org,Governmental - County,Active,25,,,,,30-Jun,18278920,1774884,16504036,5879154,12399766,2794412,1412868,0.3216,,,9.49E-02,1394329,82,13,5.326086957,0.10739726,2.684931507,980,34,,5000.04,0,237,11,238,41.8338,-94.0938
11496,Davis County Hospital,Hospital,Critical Access Hospital,509 North Madison,,Bloomfield,IA,52537,641.664.2145,IA - Davis,www.daviscountyhospital.org,Governmental - County,Active,25,,,,,30-Jun,28695320,6435994,22259326,9571350,19123970,5306546,1611883,0.3335,,,5.47E-02,-1024616,134,12,5.760617761,0.159013699,3.975342466,1492,28,59,3626.793149,0,174,73,212,40.7562,-92.4149
11497,Decatur County Hospital,Hospital,Critical Access Hospital,1405 NW Church Street,,Leon,IA,50144,641.446.4871,IA - Decatur,www.decaturcountyhospital.org,Governmental - City-County,Active,25,,,,,30-Jun,14622757,2565243,12057514,4035150,10587607,3174737,1281933,0.2759,,,0.127959415,505735,82,13,6.08045977,0.173917808,4.347945205,1587,30,,2601,9.00E-03,315,10,318,40.7505,-93.7478
11498,Regional Medical Center,Hospital,Critical Access Hospital,709 W Main,,Manchester,IA,52057,563.927.3232,IA - Delaware,www.regmedctr.org/,Governmental - County,Active,25,,,,,30-Jun,67918437,19630818,48287619,27448687,40469750,6877204,4274748,0.4041,,,0.147125223,3154711,260,29,4.8400927,0.413150685,10.32876712,4177,178,121,5805.84,1.27E-03,1126,188,1233,42.4838,-91.4658
11499,Great River Medical Center,Hospital,Short Term Acute Care Hospital,1221 South Gear Avenue,,West Burlington,IA,52655,319.768.1000,IA - Des Moines,www.greatrivermedical.org,Voluntary Nonprofit - Other,Active,138,502831.6114,0,0,0,30-Jun,365896990,158098591,207798399,211786086,154110904,39389546,15119192,0.5788,66068585,238959,0.423249285,91145,1057,141,5.055380371,0.478558666,66.04109589,25651,562,523,33840.55714,0.338822894,6756,2259,8565,40.8106,-91.1703
11500,Lakes Regional Hospital,Hospital,Short Term Acute Care Hospital,2301 Highway 71,,Spirit Lake,IA,51360,712.336.1230,IA - Dickinson,www.lakeshealth.org,Governmental - County,Active,44,64320.25277,0,0,0,30-Jun,61257048,12366673,48890375,26840774,34416274,8383607,1951241,0.4381,10853202,1564191,0.36047926,647138,191,26,4.292267366,0.186861768,8.221917808,3275,28,143,7451.1,0.154272517,1178,343,1383,43.4226,-95.1209
11501,The Finley Hospital,Hospital,Short Term Acute Care Hospital,350 North Grandview,,Dubuque,IA,52001,563.582.1881,IA - Dubuque,www.finleyhospital.org/,Voluntary Nonprofit - Other,Active,98,0,0,0,0,31-Dec,254139573,100575084,153564489,159144404,94995169,24467073,5075894,0.6262,33751220,,0.355294068,14769077,488,110,3.965367965,0.440396981,43.15890411,17404,459,717,25467.85238,0.309314587,3514,1485,4438,42.4956,-90.6876
11502,Mercy Medical Center - Dubuque,Hospital,Short Term Acute Care Hospital,250 Mercy Drive,,Dubuque,IA,52001,563.589.8000,IA - Dubuque,www.mercydubuque.com/,Voluntary Nonprofit - Church,Active,173,106191.2008,-2.00E-04,6337.850329,0,30-Jun,331913801,193710873,138202928,212750268,119163533,39250263,6533804,0.6409,45999393,2534319,0.417389177,13936365,857,120,4.117370892,0.455047906,78.72328767,31572,252,870,22635.84,0.378798587,5231,2482,7267,42.4931,-90.6738
11503,Mercy Medical Center - Dyersville,Hospital,Critical Access Hospital,1111 3rd Street SW,,Dyersville,IA,52040,563.875.7101,IA - Dubuque,www.mercydubuque.com/body.cfm?id=99,Voluntary Nonprofit - Church,Active,25,,,,,30-Jun,4960800,988352,3972448,358456,4602344,1009661,93164,0.0722,,,4.78E-04,24202,51,6,42.27272727,0.101917808,2.547945205,930,,,989.8932039,0,67,0,67,42.4755,-91.1295
11504,Avera Holy Family Hospital,Hospital,Critical Access Hospital,826 North 8th Street,,Estherville,IA,51334,712.362.2631,IA - Emmet,www.avera.org/estherville/,Voluntary Nonprofit - Other,Active,22,,,,,30-Jun,38185582,8537583,29647999,13980132,24205450,6337342,1683161,0.3661,,,1.74E-02,3189319,176,8,4.615384615,0.315442092,6.939726027,2700,,28,3868.86,0,2,75,57,43.4093,-94.8343
